filename,diff,linear voters failure,gamma_ignored,gamma_n_init,gamma,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1
Eastpointe_11052019_CityCouncil.csv,[],no,,,0.699920032,4,LOCAL,NO,R,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
ElkRidge_11022021_Mayor.csv,[],no,,,0.90145149,3,LOCAL,NO,E,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK
Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,[],no,,,0.853185216,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,[],no,,,0.86144785,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,[],no,,,0.859216398,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,[],no,,,0.775845529,5,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,[],no,,,0.750666667,4,LOCAL,NO,R,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE
LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,['Approval'],no,,,0.783333333,3,LOCAL,NO,R,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,,JOHANA BENCOMO,JOHANA BENCOMO,ANTOINETTE M REYES,JOHANA BENCOMO
LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,[],no,,,0.493740219,10,LOCAL,NO,E,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA
Maine_06122018_DemocraticPrimaryforCD2.csv,"['IRV', 'Condorcet', 'Approval']",yes,,,0.759089005,4,FEDERAL,NO,R,"Golden, Jared F.","St. Clair, Lucas R.","Golden, Jared F.","Golden, Jared F.",,"St. Clair, Lucas R.","Golden, Jared F.","St. Clair, Lucas R.","Golden, Jared F."
Maine_06122018_DemocraticPrimaryforGovernor.csv,[],no,,,0.425970152,7,STATE,DP,E,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.",,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T."
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.811806656,3,STATE,DP,R,"Zager, Samuel Lewis","Grant, Benjamin K.","Zager, Samuel Lewis","Zager, Samuel Lewis",,"Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K.","Zager, Samuel Lewis"
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,[],no,,,0.816105769,3,STATE,DP,R,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.",,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L."
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,"['IRV', 'Condorcet', 'Approval']",yes,,,0.776243094,3,STATE,DP,R,"Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy","Arford, Poppy",,"Perreault, Corinne Ann","Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy"
Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.800394283,3,STATE,DP,R,"Crafts, Lydia V.","Pieh, Wendy","Crafts, Lydia V.","Crafts, Lydia V.",,"Pieh, Wendy","Pieh, Wendy","Pieh, Wendy","Crafts, Lydia V."
Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.781368103,3,STATE,DP,R,"Curry, Glenn Chip","Stanicki, Robyn M.","Curry, Glenn Chip","Curry, Glenn Chip",,"Stanicki, Robyn M.","Stanicki, Robyn M.","Stanicki, Robyn M.","Curry, Glenn Chip"
Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,[],no,,,0.864152873,3,FEDERAL,NO,R,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John",,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John"
Maine_11062018_CongressionalDistrict2.csv,[],no,,,0.843787158,4,FEDERAL,YES,R,"DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","REP Poliquin, Bruce",,"DEM Golden, Jared F.","REP Poliquin, Bruce","DEM Golden, Jared F.","DEM Golden, Jared F."
Maine_11082022_CongressionalDistrict2.csv,[],no,,,0.954574129,3,FEDERAL,YES,R,"Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest",,"Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest","Golden, Jared Forrest"
Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,[],no,,,0.884719886,12,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
Minneapolis_11022021_CityCouncilWard1.csv,['Approval'],no,,,0.825439902,4,LOCAL,NO,R,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,,Elliott Payne,Elliott Payne,Kevin Reich,Elliott Payne
Minneapolis_11022021_CityCouncilWard10.csv,[],no,,,0.896078247,6,LOCAL,NO,R,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
Minneapolis_11022021_CityCouncilWard11.csv,[],no,,,0.950591406,5,LOCAL,NO,R,Emily Koski,Emily Koski,Emily Koski,Emily Koski,,Emily Koski,Emily Koski,Emily Koski,Emily Koski
Minneapolis_11022021_CityCouncilWard12.csv,[],no,,,0.97845953,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
Minneapolis_11022021_CityCouncilWard13.csv,[],no,,,0.952725284,5,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
Minneapolis_11022021_CityCouncilWard2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.895599202,5,LOCAL,NO,R,Robin Wonsley Worlobah,Cam Gordon,-1,Robin Wonsley Worlobah,,Cam Gordon,Yusra Arab,Cam Gordon,Yusra Arab
Minneapolis_11022021_CityCouncilWard3.csv,[],no,,,0.921297687,4,LOCAL,NO,R,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville
Minneapolis_11022021_CityCouncilWard4.csv,[],no,,,0.914952368,3,LOCAL,NO,R,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
Minneapolis_11022021_CityCouncilWard5.csv,"['IRV', 'Condorcet']",yes,,,0.826642336,7,LOCAL,NO,R,Jeremiah Ellison,Kristel Porter,Jeremiah Ellison,Jeremiah Ellison,,Kristel Porter,Jeremiah Ellison,Kristel Porter,Kristel Porter
Minneapolis_11022021_CityCouncilWard6.csv,[],no,,,1,2,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
Minneapolis_11022021_CityCouncilWard7.csv,[],no,,,0.949745712,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11022021_CityCouncilWard8.csv,[],no,,,1,2,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
Minneapolis_11022021_CityCouncilWard9.csv,[],no,,,0.898175837,8,LOCAL,NO,R,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez
Minneapolis_11022021_Mayor.csv,[],no,,,0.883744527,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey
Minneapolis_11022021_ParkBoardAtLarge.csv,[],no,,,0.830588324,7,LOCAL,NO,B,Meg Forney,Meg Forney,Meg Forney,Meg Forney,,Meg Forney,Meg Forney,Meg Forney,Meg Forney
Minneapolis_11022021_ParkBoardDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",yes,,,0.85455053,3,LOCAL,NO,B,Becka Thompson,Eric Moran,Becka Thompson,Becka Thompson,,Eric Moran,Becka Thompson,Eric Moran,Becka Thompson
Minneapolis_11022021_ParkBoardDistrict3.csv,[],no,,,0.931166096,3,LOCAL,NO,B,Becky Alper,Becky Alper,Becky Alper,Becky Alper,,Becky Alper,Becky Alper,Becky Alper,Becky Alper
Minneapolis_11022021_ParkBoardDistrict4.csv,[],no,,,1,2,LOCAL,NO,B,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer
Minneapolis_11022021_ParkBoardDistrict5.csv,[],no,,,0.904342267,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
Minneapolis_11022021_ParkBoardDistrict6.csv,['Plurality'],no,,,0.891073326,4,LOCAL,NO,B,Cathy Abene,Cathy Abene,Cathy Abene,Risa Hustad,,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene
Minneapolis_11052013_Mayor.csv,[],no,,,0.797500567,35,LOCAL,NO,E,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES
Minneapolis_11052013_PRBoardDistrict2.csv,[],no,,,1,2,LOCAL,NO,B,JON OLSON,JON OLSON,JON OLSON,JON OLSON,,JON OLSON,JON OLSON,JON OLSON,JON OLSON
Minneapolis_11052013_PRBoardDistrict6.csv,[],no,,,1,2,LOCAL,NO,B,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
Minneapolis_11052013_Ward13CityCouncil.csv,[],no,,,0.688474414,5,LOCAL,NO,R,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO
Minneapolis_11052013_Ward5CityCouncil.csv,[],no,,,0.844501718,4,LOCAL,NO,R,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG
Minneapolis_11052013_Ward9CityCouncil.csv,[],no,,,0.800720288,6,LOCAL,NO,R,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO
Minneapolis_11062009_Mayor.csv,[],no,,,0.934910455,11,LOCAL,NO,E,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak
Minneapolis_11062009_PRBoardDistrict1.csv,[],no,,,0.923817713,3,LOCAL,NO,B,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
Minneapolis_11062009_PRBoardDistrict2.csv,[],no,,,1,2,LOCAL,NO,B,Jon Olson,Jon Olson,Jon Olson,Jon Olson,,Jon Olson,Jon Olson,Jon Olson,Jon Olson
Minneapolis_11062009_PRBoardDistrict3.csv,[],no,,,1,2,LOCAL,NO,B,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
Minneapolis_11062009_PRBoardDistrict5.csv,['Plurality'],no,,,0.915813715,5,LOCAL,NO,B,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,,Carol Kummer,Jason Stone,Carol Kummer,Carol Kummer
Minneapolis_11062009_PRBoardDistrict6.csv,[],no,,,0.954933301,4,LOCAL,NO,B,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
Minneapolis_11062009_Ward10CityCouncil.csv,[],no,,,0.944043321,4,LOCAL,NO,R,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill
Minneapolis_11062009_Ward11CityCouncil.csv,[],no,,,0.981736302,3,LOCAL,NO,R,John Quincy,John Quincy,John Quincy,John Quincy,,John Quincy,John Quincy,John Quincy,John Quincy
Minneapolis_11062009_Ward12CityCouncil.csv,[],no,,,0.935894714,4,LOCAL,NO,R,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy
Minneapolis_11062009_Ward13CityCouncil.csv,[],no,,,0.969722315,3,LOCAL,NO,R,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
Minneapolis_11062009_Ward1CityCouncil.csv,[],no,,,0.880544355,5,LOCAL,NO,R,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich
Minneapolis_11062009_Ward2CityCouncil.csv,[],no,,,1,2,LOCAL,NO,R,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
Minneapolis_11062009_Ward3CityCouncil.csv,[],no,,,0.978072179,4,LOCAL,NO,R,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede
Minneapolis_11062009_Ward4CityCouncil.csv,[],no,,,0.899271845,4,LOCAL,NO,R,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson
Minneapolis_11062009_Ward5CityCouncil.csv,[],no,,,0.88960739,5,LOCAL,NO,R,Don Samuels,Don Samuels,Don Samuels,Don Samuels,,Don Samuels,Don Samuels,Don Samuels,Don Samuels
Minneapolis_11062009_Ward6CityCouncil.csv,[],no,,,0.852178423,6,LOCAL,NO,R,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren
Minneapolis_11062009_Ward7CityCouncil.csv,[],no,,,0.937800137,3,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11062009_Ward8CityCouncil.csv,[],no,,,0.872292273,5,LOCAL,NO,R,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden
Minneapolis_11062009_Ward9CityCouncil.csv,[],no,,,0.95322419,4,LOCAL,NO,R,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff
Minneapolis_11072017_Mayor.csv,[],no,,,0.784171973,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey
Minneapolis_11072017_PRBoardDistrict1.csv,[],no,,,0.907800422,3,LOCAL,NO,B,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer
Minneapolis_11072017_PRBoardDistrict2.csv,[],no,,,1,2,LOCAL,NO,B,Kale Severson,Kale Severson,Kale Severson,Kale Severson,,Kale Severson,Kale Severson,Kale Severson,Kale Severson
Minneapolis_11072017_PRBoardDistrict3.csv,[],no,,,0.952423391,3,LOCAL,NO,B,AK Hassan,AK Hassan,AK Hassan,AK Hassan,,AK Hassan,AK Hassan,AK Hassan,AK Hassan
Minneapolis_11072017_PRBoardDistrict4.csv,[],no,,,1,2,LOCAL,NO,B,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,,Jono Cowgill,Jono Cowgill,Tom Nordyke,Tom Nordyke
Minneapolis_11072017_PRBoardDistrict5.csv,[],no,,,0.939108911,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
Minneapolis_11072017_PRBoardDistrict6.csv,"['IRV', 'Condorcet']",yes,,,0.934555116,4,LOCAL,NO,B,Brad Bourn,Bob Fine,Brad Bourn,Brad Bourn,,Bob Fine,Brad Bourn,Bob Fine,Bob Fine
Minneapolis_11072017_Ward10CityCouncil.csv,[],no,,,0.855466174,4,LOCAL,NO,R,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender
Minneapolis_11072017_Ward11CityCouncil.csv,[],no,,,0.860083206,3,LOCAL,NO,R,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder
Minneapolis_11072017_Ward12CityCouncil.csv,[],no,,,0.893679858,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
Minneapolis_11072017_Ward13CityCouncil.csv,[],no,,,1,2,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
Minneapolis_11072017_Ward1CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.93523613,3,LOCAL,NO,R,Kevin Reich,Jillia Pessenda,Kevin Reich,Kevin Reich,,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Kevin Reich
Minneapolis_11072017_Ward3CityCouncil.csv,[],no,,,0.891756347,4,LOCAL,NO,R,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,,Steve Fletcher,Ginger Jentzen,Steve Fletcher,Steve Fletcher
Minneapolis_11072017_Ward4CityCouncil.csv,['Plurality'],no,,,0.898040708,4,LOCAL,NO,R,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham
Minneapolis_11072017_Ward5CityCouncil.csv,[],no,,,0.885721074,4,LOCAL,NO,R,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
Minneapolis_11072017_Ward6CityCouncil.csv,[],no,,,0.988496188,4,LOCAL,NO,R,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame
Minneapolis_11072017_Ward7CityCouncil.csv,[],no,,,0.879762167,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11072017_Ward8CityCouncil.csv,[],no,,,0.802688308,4,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
Minneapolis_11072017_Ward9CityCouncil.csv,['Approval'],no,,,0.822109276,4,LOCAL,NO,R,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,,Alondra Cano,Alondra Cano,Mohamed Farah,Alondra Cano
Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,[],no,,,0.92129415,5,LOCAL,NO,R,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert
Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,[],no,,,0.919126328,5,LOCAL,NO,R,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
Minnetonka_11022021_Mayor.csv,[],no,,,1,2,LOCAL,NO,E,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,[],no,,,1,2,LOCAL,NO,R,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos
NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,[],no,,,0.66626627,5,LOCAL,DP,E,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson
NewYorkCity_06222021_DEMBoroughPresidentKings.csv,[],no,,,0.687332859,12,LOCAL,DP,E,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso
NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,[],no,,,0.677257117,7,LOCAL,DP,E,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine
NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,"['IRV', 'Condorcet', 'Plurality']",yes,,,0.922902076,3,LOCAL,DP,E,Donovan J. Richards Jr.,Elizabeth S. Crowley,Donovan J. Richards Jr.,Donovan J. Richards Jr.,,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley
NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,[],no,,,0.685076422,5,LOCAL,DP,E,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy
NewYorkCity_06222021_DEMComptrollerCitywide.csv,[],no,,,0.664014037,10,LOCAL,DP,O,Brad Lander,Brad Lander,Brad Lander,Brad Lander,,Brad Lander,Brad Lander,Corey D. Johnson,Corey D. Johnson
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,[],no,,,0.695678792,8,LOCAL,DP,R,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,[],no,,,0.644797841,7,LOCAL,DP,R,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,['Approval'],no,,,0.850931319,3,LOCAL,DP,R,Kevin Riley,Kevin Riley,Kevin Riley,Kevin Riley,,Kevin Riley,Kevin Riley,Pamela A. Hamilton-Johnson,Kevin Riley
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,[],no,,,0.695512499,5,LOCAL,DP,R,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,[],no,,,0.599407156,6,LOCAL,DP,R,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,[],no,,,0.640004855,8,LOCAL,DP,R,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,[],no,,,0.819745034,4,LOCAL,DP,R,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,[],no,,,1,2,LOCAL,DP,R,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,,,0.581141758,8,LOCAL,DP,R,Amanda Farias,William Rivera,Amanda Farias,Amanda Farias,,William Rivera,William Rivera,William Rivera,Amanda Farias
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,[],no,,,0.722413398,6,LOCAL,DP,R,Tony Avella,Tony Avella,Tony Avella,Tony Avella,,Tony Avella,Tony Avella,Tony Avella,Tony Avella
